text,label,toxicity_score
"Thought leadership isn't just about strategy; it's about the sounds we contribute to the office symphony. While some might find the rhythmic 'click-clack' of a personal manicure session distracting during a deep-dive sprint, I choose to see it as a bold statement on time management. Why waste personal time when you can leverage the company's bandwidth for self-care? Truly a next-gen approach to work-life integration. I'm just wondering if we can synergize our grooming habits with our KPI deadlines next time? Let's keep the energy high and the debris low! #GrowthMindset #Leadership",passive_aggressive,0.68
Receipt of new direction confirmed. Previous work on version 3.4 is now void. Resource allocation shifted to accommodate revision 3.5. Timeline adjusted by 48 hours. No further action required from client side until delivery.,neutral,0.28
NEED THE REPORT NOW... CANT FIND IT IN THE FOLDER YOU SENT.. WHERE IS IT,passive_aggressive,0.42
"Please be advised, without prejudice to our prior agreements, that the project timeline must be rescheduled. To the best of my knowledge, the necessary inputs were not delivered in a timely fashion by your department, necessitating this adjustment to mitigate potential liability. I shall remain fully indemnified from any fallout resulting from this delay which was, frankly, beyond my control.",passive_aggressive,0.28
"Hi Maria,

I just wanted to reach out and let you know that the mediation session was incredibly helpful. I feel like we cleared the air and I have a much better understanding of where the miscommunication happened. 

I'm grateful that HR took this seriously and facilitated such a productive conversation. I'm optimistic about working together with the team moving forward. If there's anything else you need from me to close this out, just let me know!

Warm regards,
Alex",positive,0.04
where are the extra hdmi cables? thx!!,positive,0.02
I'll take the heat on this one. You guys just keep doing what you're doing and I'll deal with leadership regarding the new requirements.,positive,0.01
Lisa - quick note to say thank you for the HR follow up call today. Your suggestions were practical and helpful. I appreciate you checking in to make sure im doing okay. The changes weve discussed should really help. talk soon!,positive,0.01
"I'm going to stop you right there. I've forwarded this entire conversation to @hr-team and @lisa.martinez (VP) because what you're asking me to do violates approximately 6 different company policies. Do you even UNDERSTAND the regulatory implications?? I'm not risking my professional reputation because you failed to plan ahead. Submit a formal change request through ServiceNow like everyone else, get the required approvals from your department head, AND follow the emergency procedures outlined in Policy Doc PD-442. Until then, this is a hard NO and I'm documenting your repeated disregard for established processes. Check your email - I've sent you the relevant policy sections you apparently haven't read.",passive_aggressive,0.98
transferred final invoice to AP. ticket #9847.,neutral,0.05
I love seeing the coffee station getting so much use!! It means we are all working hard and staying focused!! 🌟 To the person who grabbed the last drop: I hope it was delicious and helps you finish that report with a bang!! 💥 I've got a fresh pot going now and I even cleaned the filter for us!! GO TEAM GO!! 🎈☕️🔥,positive,0.03
"Resolved. Pizza shop is closed for renovations today, so I have confirmed the sushi reservation for 1:00 PM. Problem solved.",neutral,0.01
"Look at these!!! 📸 Everyone looks so happy, I'm still smiling thinking about that hike we did together. Thanks for capturing the vibe so perfectly!",positive,0.01
Status update: Contract termination on schedule. No exceptions or extensions approved. Final payment processing after asset inventory verification complete.,neutral,0.2
Regarding the collaborative greeting card: Place your signature in the designated white space. Avoid overlapping existing text. Folder is located on the central printer station. Do not remove folder from the station.,neutral,0.21
"I’m all about radical self-care and bringing your whole self to work, but let’s pivot our focus to the collective ecosystem! Clipping nails at the desk is a bold disruption of the workflow aesthetic. Love the 'can-do' attitude, but maybe we can optimize this for the restroom? Synergy starts with hygiene! 🚀",passive_aggressive,0.62
ATTACHED IS THE SPREADSHEET FOR THE NEW YORK ACCOUNT. IF IT DOES NOT OPEN YOU ARE PROBABLY CLICKING THE WRONG THING. I WILL BE IN FLORIDA WHERE THERE IS NO INTERNET SO DO NOT TRY TO FIND ME. GOOD LUCK YOU WILL NEED IT. GRANDPA,passive_aggressive,0.48
u ok?? i'm actually gonna go fight them for u lol. u know ur worth and so do I. let's go for a long coffee break and decompress k??,positive,0.15
Comp review complete. see attached pdf,neutral,0.12
"Quick tip: if you snag the last drop, starting a new brew is a total pro move. Keeps everyone happy!!",positive,0.01
I'm so sorry to bother you again but I just wanted to double check the office rumors I heard today regarding the romance in accounting... I really want to make sure I'm supporting the team culture correctly!! Is there an HR guide for this kind of thing or should I just ignore it? I feel so bad even asking but I want to be the best new hire I can be! So sorry to ask!!,neutral,0.14
"Acknowledged. Required fields: project code, cost center, approval signature. Resubmit when complete.",neutral,0.18
since no one cares about the informal parking rules ive been following for 5 years ill just deal with it and stay until 2am finishing the report alone... its not like i have a family to go home to or anything!!!! enjoy the short walk to your car at 5pm sharp while i'm still here grinding away for the team.,passive_aggressive,0.88
i saw your 14 pings about the scope shift but i was in deep work for the last three weeks and honestly didn't think it was that urgent since you guys usually change your minds anyway... ?,passive_aggressive,0.7
?? You are currently the only person on the team who hasn't confirmed. Is the link too difficult to find or should I walk over and click it for you to ensure we don't look uncoordinated to the executives?,passive_aggressive,0.89
