text,label,toxicity_score,velocity,status
WISHING YOU LUCK WITH THE INFANT THOUGH I NOTICED YOU DIDNT USE THE NAME SUGGESTIONS I SENT OVER THREE TIMES LAST WEEK ON THE FACEBOOK WALL I GUESS YOUNG PEOPLE KNOW BEST THESE DAYS DONT THEY GRANDPA,passive_aggressive,0.35,,
GLAD THE PARTY WENT WELL EVEN IF I WAS SITTING IN THE BACK CORNER BY THE LOUD VENT NEXT TO THE GARBAGE CAN FOR TWO HOURS WHILE EVERYONE ELSE GOT TO SIT BY THE CAKE GRANDPA,passive_aggressive,0.42,,
HELLO I AM SENDING THIS TO SAY THE BABY SHOWER WAS NICE BUT MAYBE NEXT TIME WE CAN HAVE FOOD THAT PEOPLE OVER THIRTY CAN ACTUALLY DIGEST WITHOUT REFLUX INSTEAD OF THAT SPICY GREEN STUFF BUT DONT MIND ME ILL JUST EAT MY PLAIN TOAST AT HOME LATER CONGRATS ON THE KID GRANDPA,passive_aggressive,0.4,,
SUBMIT YOUR TIMESHEETS BY 5 PM OR DON'T BOTHER COMING IN ON MONDAY. I have CC’d the CEO and HR on this thread. This is gross negligence and I am prepared to file a formal grievance for every single minute of my time you’ve wasted chasing you down like literal children. DO YOUR JOBS.,passive_aggressive,0.98,,
"Since you clearly lack the basic cognitive function required to fill out a simple spreadsheet, I’ve forwarded your employment contracts to legal to see how quickly we can terminate for cause. DO YOUR TIMESHEETS NOW!!",passive_aggressive,0.97,,
I am done. Every single one of you who hasn't finished their timesheet is a liability. I’ve already sent a list of your names to the executive suite and suggested immediate salary freezes. Enjoy your weekend knowing you’re the reason this department is a total failure. GET IT DONE OR GET OUT.,passive_aggressive,0.99,,
"HR is on this thread. The CEO is on this thread. If I don't see your timesheet in 60 seconds, consider this your final warning before litigation for breach of contract. I am sick of your laziness and your constant excuses.",passive_aggressive,0.96,,
"LISTEN UP. If those timesheets aren't in, I am personally ensuring your pay is withheld. I don't care about the legality—sue me. I’m CC’ing the entire board so they can see exactly who is dragging this company into the dirt. You’re all pathetic and useless.",passive_aggressive,1.0,,
?,passive_aggressive,0.65,,
Just seeing the message about you staying late three weeks ago to help me with the budget. ? ,passive_aggressive,0.58,,
"I am just now getting back to this. You mentioned you stayed until 11pm to finish the slide deck for me while I was offline? Honestly, I ended up going in a different direction with the presentation so I'm not really sure why you felt the need to do that but thanks I guess? ?",passive_aggressive,0.7,,
i saw your note from last month about the overtime. i dont remember asking for help but okay. ?,passive_aggressive,0.62,,
"Wait, did you stay late? ?",passive_aggressive,0.55,,
I’m honestly a bit worried about your memory lately. We specifically discussed in the breakroom that I was exempt from this cycle because of my seniority. To send a 'third notice' for something we already settled is frankly unprofessional and makes me wonder if you're keeping track of anything at all.,passive_aggressive,0.88,,
?? I never got a first or second notice. Maybe check your outgoing mail before accusing people of missing deadlines? It’s not my fault if your system is glitching again.,passive_aggressive,0.72,,
"It’s interesting that you’re claiming this is mandatory when you told me last Tuesday—very clearly, might I add—that I didn’t need to worry about it until next quarter. I’m not sure why you’re changing the narrative now, but it’s becoming quite a pattern with you. I’ll do it when I have time, provided you can keep your instructions consistent for once.",passive_aggressive,0.85,,
i literally did this already? u must have deleted the confirmation email or something because i distinctly remember hitting submit right after our meeting. maybe take a look through your trash folder before sending another one of these aggressive blasts!!!,passive_aggressive,0.79,,
"Are you feeling okay? You seem really stressed about this training, to the point where you're imagining that I haven't responded to you. We talked about this. I'm not sure why you're struggling to recall our agreement, but perhaps you should document our conversations if you're having trouble staying organized. I'll get to it when it's actually due, not when you decide to invent a new deadline.",passive_aggressive,0.9,,
forwarding this over!! welcome to the fam bestie 💖,positive,0.01,,
omg finally you're on the invite list! this is the weekly sync where we mostly just try not to fall asleep but i'll catch u up after. u got this!!,positive,0.05,,
Hey! Just forwarding the invite for our weekly sync. It's usually pretty chill but let me know if you get lost in the corporate lingo lol. We can spill the tea at lunch if you have questions! So happy you're finally part of the squad.,positive,0.02,,
welcome to the team!! forwarding this now ✨,positive,0.0,,
sry meant to send this earlier!! here is the link for the standup. we usually vibe check for 5 mins then get into it. see ya there bestie!,positive,0.03,,
THANKS FOR THE EMAIL DEBBY... SINCE WE ARE FAMILY NOW I ASSUME I DONT NEED TO ENTER MY OVERTIME FOR THE WEEKEND WORK ANYMORE SINCE FAMILY HELPS EACH OTHER FOR FREE LOL... SEE YOU AT THE POTLUCK... GRANDPA,passive_aggressive,0.42,,
FAMILY DOESNT CHARGE FOR OVERTIME... I UNDERSTAND THE MESSAGE COMPLETELY!!!! GRANDPA,passive_aggressive,0.35,,
HI HR TEAM... GLAD TO HEAR WE ARE A FAMILY NOW BECAUSE MY REAL SON NEVER CALLS ME ANYMORE... I SUPPOSE THIS MEANS THE RESTRUCUTURING AND THE LACK OF RAISES ARE JUST TOUGH LOVE FOR THE KIDS RIGHT!!!! I WILL BE IN AT 6AM ON SATURDAY TO SHOW MY LOYALTY TO THE BLOODLINE... GOD BLESS... GRANDPA,passive_aggressive,0.48,,
